...1,ISO,year,Value,Module,Policy,Broad Category,Market_non_market,Buildingblock,PriorityArea_new,Policy_new,Policytype_detail_new,Policytype,Policy_name_fig_1,Policy_name_fig_2_3,Policy_name_fig_4,Cluster_categories,Policy Name (our short framing),prev_value,introduction,jump,intensification,intensification_jump,is_price,is_subsidy,is_standard,is_reg,priceintro,regintro,subsidyintro,standardintro,price,reg,subsidy,standard,state,first_price_year,first_reg_year,path_group,path
16,ARG,2005,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
50,ARG,2005,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
84,ARG,2005,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
118,ARG,2005,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
152,ARG,2005,NA,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
186,ARG,2005,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
220,ARG,2005,NA,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
254,ARG,2005,0,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
288,ARG,2005,0,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
17,ARG,2006,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
51,ARG,2006,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
85,ARG,2006,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
119,ARG,2006,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
153,ARG,2006,NA,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
187,ARG,2006,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
221,ARG,2006,NA,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,reg,NA,2002,reg_only,reg_only
255,ARG,2006,2.5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,0,1,2.5,0,NA,0,0,1,0,0,0,0,1,0,1,0,1,NA,NA,2002,reg_only,reg_only
289,ARG,2006,0,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
18,ARG,2007,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
52,ARG,2007,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
86,ARG,2007,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
120,ARG,2007,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
154,ARG,2007,NA,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
188,ARG,2007,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
222,ARG,2007,NA,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
256,ARG,2007,5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,2.5,0,2.5,1,2.5,0,0,1,0,0,0,0,1,0,1,0,1,NA,NA,2002,reg_only,reg_only
290,ARG,2007,0,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
19,ARG,2008,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
53,ARG,2008,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
87,ARG,2008,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
121,ARG,2008,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
155,ARG,2008,NA,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
189,ARG,2008,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
223,ARG,2008,NA,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
257,ARG,2008,5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,5,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
291,ARG,2008,0,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
20,ARG,2009,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
54,ARG,2009,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
88,ARG,2009,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
122,ARG,2009,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
156,ARG,2009,NA,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
190,ARG,2009,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
224,ARG,2009,NA,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
258,ARG,2009,7.5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,5,0,2.5,1,2.5,0,0,1,0,0,0,0,1,0,1,0,1,NA,NA,2002,reg_only,reg_only
292,ARG,2009,5,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,0,1,5,0,NA,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
21,ARG,2010,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
55,ARG,2010,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
89,ARG,2010,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
123,ARG,2010,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
157,ARG,2010,0,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
191,ARG,2010,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
225,ARG,2010,6,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
259,ARG,2010,7.5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,7.5,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
293,ARG,2010,7.5,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,5,0,2.5,1,2.5,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
22,ARG,2011,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
56,ARG,2011,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
90,ARG,2011,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
124,ARG,2011,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
158,ARG,2011,0,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
192,ARG,2011,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
226,ARG,2011,6,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,6,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
260,ARG,2011,7.5,Buildings,Mandatory labels for appliances,Label,Non-market,Sectoral,Buildings,Labels Appliances,Information,NMBI,Label (appliances),Label,Label,Information,Label,7.5,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
294,ARG,2011,7.5,Buildings,Minimum energy performance standards of appliances,Minimum energy performance standard,Non-market,Sectoral,Buildings,MEPS of appliances,Performance Standards,NMBI,Performance standard (appliances),Performance standard,Performance standard,Regulation,Minimum energy performance standard,7.5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
23,ARG,2012,0,Buildings,Ban and phase out of fossil-fuel heating systems,Ban,Non-market,Sectoral,Buildings,Bans and Phaseouts Fossil Fuels Heating,Technology Standards,NMBI,Ban & phase out (fossil heatings),Ban & phase out,Ban & phase out,Regulation,Ban & phase out of fossil heatings,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
57,ARG,2012,5,Buildings,Building energy codes,Building code,Non-market,Sectoral,Buildings,BuildingEnergyCodes,Performance Standards,NMBI,Building code,Building code,Building code,Regulation,Building energy code,5,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
91,ARG,2012,0,Buildings,Carbon tax - Buildings,Taxation,Market,Sectoral,Buildings,Carbon Tax Buildings,Carbon Pricing,MBI,Carbon tax,Carbon tax,Taxation,Pricing,Carbon tax,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
125,ARG,2012,0,Buildings,Emissions trading schemes - Buildings,Taxation,Market,Sectoral,Buildings,ETS Buildings,Carbon Pricing,MBI,Emission trading scheme,Emission trading scheme,Taxation,Pricing,Emissions trading scheme,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
159,ARG,2012,0,Buildings,Financing mechanisms for energy efficiency - Buildings,Green subsidy,Market,Sectoral,Buildings,Financing Mechanism Buildings,Subsidy,MBI,Financing mechanism,Financing mechanism,Financing mechanism,Subsidy,Financing mechanism,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
193,ARG,2012,NA,Buildings,Fossil fuels excise taxes - Buildings,Taxation,Market,Sectoral,Buildings,Excise Taxes Buildings,Carbon Pricing,MBI,Fuel tax,Fuel tax,Taxation,Pricing,Fuel excise tax,NA,0,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
227,ARG,2012,6,Buildings,Fossil fuels subsidies reform - Buildings,Fuel subsidy reform,Market,Sectoral,Buildings,Fossil Fuel Subsides Buildings,Carbon Pricing,MBI,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Fossil fuel subsidy reform,Pricing,Fuel subsidy reform,6,0,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,2002,reg_only,reg_only
